Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
USA,Gordon & Taylor Books,"peekskill, NY, U.S.A.",,07:05:2002,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",253805,https://www.abebooks.com/gordon-taylor-books-peekskill-ny-u.s.a/253805/sf,,{}
USA,GrahamFoundationBookshop,"CHICAGO, IL, U.S.A.",,27:11:2017,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",64002601,https://www.abebooks.com/grahamfoundationbookshop-chicago-il-u.s.a/64002601/sf,,{}
USA,Goodvibes Books,"Sugarland, TX, U.S.A.",,24:11:2015,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",63018093,https://www.abebooks.com/goodvibes-books-sugarland-tx-u.s.a/63018093/sf,,{}
USA,Govi Rare Books LLC,"c/o Ferrante Law Firm5 West 19th Street, 10th Floor
          
          New York, NY, U.S.A.
          10011",,21:07:2020,5,"Our main fields of interest are manuscripts, incunabula and 16th-century books. 
A thorough understanding of classical languages (particularly Latin) and of the main languages of Western culture (Italian, English, French, Spanish and German) allows us to deal with a wide range of books and to access the scientific publications printed in these languages.
Fabrizio has also deepened his knowledge in the field of antiquarian books, attending courses at the École de l'Institut d'Histoire du Livre of Lyon, concerning textual and physical bibliography and printing types, and at Merton College in Oxford on the study of paper.
Fabrizio has been for several years committee member and treasurer of the Antiquarian Booksellers Association of Italy (ALAI) and, from 2010 to 2015, its president. From 2016 to 2019 he has served as committee member and vice-president of the International League of Antiquarian Booksellers (ILAB).
The main aim of our activity is to propose rare and never trivial works in all fields of human knowledge from the beginning of writing to the present day; works that do not necessarily represent milestones in the history of humanity, but that simply express the genuine and original fruit of human ingenuity.
In an era in which the digital has taken over the paper, we believe it is of great importance for the research and for the preservation to posterity of our history to have access to the primary sources, that is to say to the texts in their original editions. The physical aspect of the manuscripts and printed editions that have transmitted to us the texts in their original, is not a secondary detail, but represents a fundamental element for the understanding of the texts themselves and for the history of their reception and influence. For this reason, in addition to attaching great importance to the choice of the edition of the works we offer for sale, it is our constant concern to present those editions in the best and most genuine copies that can be found on the market.
It is also essential for us to carry out a thorough search of the provenance of the volumes on offer. To this end, we actively cooperate not only with the authorities responsible for carrying out the necessary checks and issuing the mandatory licenses, but also with the cultural institutions in which many of our books, at the end of all our research, find a definitive and prestigious home.
The aim of our research lies not only in finding forgotten works that are brought back to the attention of scholars and collectors, but also in the active participation in the  chain  of the ancient and rare book, which in addition to antiquarian booksellers sees as fundamental operators libraries, auction houses and collectors.",73599605,https://www.abebooks.com/govi-rare-books-llc-new-york/73599605/sf,https://pictures.abebooks.com/storefront/73599605/VendorStoreFront.jpg,{'Ars Epistolica_Govi Rare Books LLC': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7ZBBnzeFZ6Bsf6LW3TbFgt.png'}
USA,GrahamBooks,"435 East 79th StreetSte. 11H
          
          New York, NY, U.S.A.
          10075",,25:06:2012,4,"We sell books for collectors. These include some antiquarian books (18th Century) as well as Modern, First Editions, many of them signed. Check out our inventory, and let us know if you have any questions.",57877233,https://www.abebooks.com/grahambooks-new-york-ny-u.s.a/57877233/sf,/images/bookseller-homepages/7.jpg,"{'Modern Collectble First Edition_GrahamBooks': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3iaRcLXgkffaTTCmdrSJBC.png', 'Modern Collectible_GrahamBooks': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3PmYqMSg0fmgbijOENuFb.png', 'Printing_GrahamBooks': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5KR1fcodkYYHYXcgS3aJ0d.png', 'Signed_GrahamBooks': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1fxFpJbbkNOZu1j3ZTlNhn.png'}"
USA,Grants Books,"Belding, MI, U.S.A.",,21:10:2013,4,Several Categories & Titles of gently used books.  ,54197436,https://www.abebooks.com/grants-books-belding-mi-u.s.a/54197436/sf,/images/bookseller-homepages/7.jpg,{}
USA,"Granada Bookstore,            IOBA","104 East Galaxy DriveWoodlawn, IL, U.S.A.
          62898",,31:10:2017,5,"  I have a small operation, just over 22,000 volumes, located in my home.  After two years of running a bookstore, I have decided that this is the best way to offer quality books at an affordable price.   This is my Tenth year with ABE.  
All hard back books will be placed in a plastic bag, then double wrapped in bubble wrap and placed in a bubble mailer or box, depending on the weight.  All soft cover books will be placed in a plastic sleeve and taped.  It will than be placed in a bubble mailer.  Special shipping arrangements will be considered.    ",51009032,https://www.abebooks.com/granada-bookstore%2c-ioba-woodlawn-il-u.s.a/51009032/sf,/images/bookseller-homepages/2.jpg,"{'Action_Granada Bookstore,            IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5S5vDCCVqAD5lsYcxy6g73.png', 'Adult Humor_Granada Bookstore,            IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/77zgXt2N1QAV6A4vTV1JAa.png', 'Adventure_Granada Bookstore,            IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2Khp85IGJJFl2qJNEt82wG.png', 'African-American Studies_Granada Bookstore,            IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6LASc2BzYDlWCYq2M8AQfJ.png', 'Agriculture_Granada Bookstore,            IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/19qGLevqaZHLIgPMMu1zhj.png', 'Airplanes_Granada Bookstore,            IOBA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7kGGudFY7FpkBWwrS1IxJT.png'}"
USA,GREAT BOOKS,"375 Shelard Parkway 204St Louis Park, MN, U.S.A.
          55426",,13:10:2006,5,"Great Books specializes in collectible paperbacks, modern and vintage.  Most stock is in the mystery, horror or science fiction genres, though there are many books outside these genres including vintage paperbacks.",21862,https://www.abebooks.com/great-books-st-louis-park-mn/21862/sf,,{}
USA,Great_Books,"San Diego, CA, U.S.A.",,10:02:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",70398026,https://www.abebooks.com/great_books-san-diego-ca-u.s.a/70398026/sf,,{}
USA,GreatDeals4You,"Buffalo, NY, U.S.A.",,25:04:2018,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",70017667,https://www.abebooks.com/greatdeals4you-buffalo-ny-u.s.a/70017667/sf,,{}
USA,Great Expectations Rare Books,"30 Barton Ave.Staten Island, NYC, NY, U.S.A.
          10306",,05:02:2001,5,"We are a generalist bookseller, with an emphasis on Charles Dickens.  Beginning in 1982, we moved our business online in 2004, and have been selling used and antiquarian books exclusively over the internet since then.  Our goal is to provide the best product for the lowest price to our clients.  To achieve this we strive to completely and accurately describe the condition of all of our books,  whether they be mass market paperbacks or collectible first editions by Charles Dickens.  We welcome questions on any item in our inventory and we be happy to provide pictures on request.  ",751391,https://www.abebooks.com/great-expectations-rare-books-staten-island%2c/751391/sf,/images/bookseller-homepages/4.jpg,"{'18th Century English Literature_Great Expectations Rare Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5mBJA2u7RelpyPpps81Lep.png', '19th Century American Literature_Great Expectations Rare Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/ENtZJ71Nyo9nJAQUan96T.png', '19th Century English Literature_Great Expectations Rare Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3EVtpnHxYLK3nrpl5tpbTx.png', 'Africa_Great Expectations Rare Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5fKMFzGCWE0bja32iFkQkq.png', 'American History 19th Century_Great Expectations Rare Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3EcHud9owu9GTY7NtIb0v1.png', 'Americana_Great Expectations Rare Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7By56QYurGkLZ73AZheZ17.png'}"
USA,Greatextbooks,"Newcastle, CA, U.S.A.",,10:05:2013,2,"HELLO, WE HAVE BEEN IN THE COLLEGE TEXTBOOK BUSINESS SINCE 1979 AND ONLINE SINCE 2001. WE HAVE EXCELLENT CUSTOMER SERVICE, JUST  E-MAIL US FOR ANY INFORMATION ON YOUR TEXTBOOK NEEDS. WE ARE HAPPY TO ASSIST. RETURN ACCEPTED WITHIN 30 DAYS OF ORDER DATE.",52311659,https://www.abebooks.com/greatextbooks-newcastle-ca-u.s.a/52311659/sf,/images/bookseller-homepages/1.jpg,{}
USA,"Green Toad, Books","1211 West Jornada StreetPahrump, NV, U.S.A.
          89048",,29:09:2000,4,We are an online bookstore specializing in fine copies of books in our fields of specialization. ,6776,https://www.abebooks.com/green-toad%2c-books-pahrump-nv-u.s.a/6776/sf,/images/bookseller-homepages/10.jpg,{}
USA,Greenwoods Traders,"Southbury, CT, U.S.A.",,05:01:2004,4,"Greenwoods Traders is committed to providing you quality and service.

Our seller focus is used hard covers in the best condition and printing that we can provide.

Inventory is selected with an eye towards a superior reading experience and lasting value.

Purchases are thoroughly inspected. Traditional grading terms are used in our listings and every effort is made to identify and describe all previous owners defects.

We also work to recognize and highlight unusual characteristics or exceptional condition.

Our inventory is maintained in a dry, climate controlled, clean environment.

Advanced system tools are in place to manage the accuracy of availability. 

Purchases are re-inspected during packing and you will be notified of any discrepancies for your approval before we ship.

In preparation for shipping and future use, a new removable Brodart (Just-a Fold III) archival cover is fitted to the dust Jacket. Bubble pack is wrapped in layers around the book to primarily protect the corners and spine ends and taped securely.

Packing materials are chosen to provide damage free arrival. A new 200 lb. box is our first choice. All media mail is shipped in a box.

Domestic & International Priority for standard size (8 vol.) and below is shipped in a flat rate envelope.  With books over 4Lbs., or not able to fit in U.S.P.S. flat rate boxes we will notify you if they require additional postal charges.

Priorities are shipped within a day; all orders are normally at the post office no later than two days after receipt.

We welcome questions and will respond promptly. We can accommodate unique requests; drop shipping, gift note enclosures, special shipping or packaging, etc.

We know from experience that problems can occur, if this happens, please don t hesitate, Email and allow us to try and solve it for you.

We take great pride in the feedback from our customers. 

Thank you for your interest in Greenwoods Traders. 
",4124488,https://www.abebooks.com/greenwoods-traders-southbury-ct-u.s.a/4124488/sf,/images/bookseller-homepages/2.jpg,{}
USA,Greenwood Road Books,"Bridgman, MI, U.S.A.",,23:09:2014,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",894221,https://www.abebooks.com/greenwood-road-books-bridgman-mi-u.s.a/894221/sf,,{}
USA,Grove Antiquarian,"241 Shore Drive EastMiami, FL, U.S.A.
          33133", +1 305-856-4861,13:11:1998,5,We buy and sell rare books about Miami and South Florida.,98475,https://www.abebooks.com/grove-antiquarian-miami-fl-u.s.a/98475/sf,/images/bookseller-homepages/3.jpg,{}
USA,"Gulls Nest Books, Inc.","Portland, OR, U.S.A.",,05:11:1996,4,"We sell new scholarly nonfiction, memoirs, technical books and textbooks, and the occasional art/coffee table book.",2192,https://www.abebooks.com/gulls-nest-books%2c-inc-portland-or/2192/sf,/images/bookseller-homepages/2.jpg,{}
USA,Gyre & Gimble,"Holden, ME, U.S.A.", +1 207-843-6373,21:06:2001,5,"I have been happily selling books for twenty-two years. I strive to have interesting, unusual books available, but, as will happen, people are sometimes looking for a book I don't have in stock. I am always pleased to keep your wish list, and notify you if I find the item you want!
I run an online only bookstore; and because of the Covid pandemic, we will not be seeing anyone by appointment for the foreseeable future. Please come and visit us on Facebook at facebook.com/MaineBooks",885355,https://www.abebooks.com/gyre-gimble-holden-me-u.s.a/885355/sf,https://pictures.abebooks.com/storefront/885355/VendorStoreFront.jpg,"{'American History_Gyre & Gimble': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/65ZOiVbvAlsxgBqGN2sLrw.png', 'Animals_Gyre & Gimble': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/16PIiuZdi2Ex5Ju0M7OzIJ.png', 'Art_Gyre & Gimble': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6ijUrrneZiHHKSjdeR4LWx.png', 'Biography_Gyre & Gimble': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/59R9Q2FkcHqPuUh55No2ak.png', ""Children's Literature_Gyre & Gimble"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3fHeGKDmHbZoCZohIULN1a.png', 'Cook Books_Gyre & Gimble': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5ADtHm8cT6zaAcCX7M4mpU.png'}"
USA,Hala H,"New York City, NM, U.S.A.",,04:04:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",86295399,https://www.abebooks.com/hala-h-new-york-city-nm/86295399/sf,,{}
USA,Hagitb,"Pleasantville, NY, U.S.A.",,11:04:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",54285733,https://www.abebooks.com/hagitb-pleasantville-ny-u.s.a/54285733/sf,,{}
USA,Harmonium Books,"Philadelphia, PA, U.S.A.",,28:09:2020,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",1079935,https://www.abebooks.com/harmonium-books-philadelphia-pa-u.s.a/1079935/sf,,{}
USA,Hawthorne House Collections,"Gainesville, GA, U.S.A.",,15:03:2022,1,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",84449260,https://www.abebooks.com/hawthorne-house-collections-gainesville-ga-u.s.a/84449260/sf,,{}
USA,Hawking Books,"Edgewood, TX, U.S.A.",,14:02:2022,5,Hawking Books is dedicated to providing each customer with the highest standard of customer service.,54932187,https://www.abebooks.com/hawking-books-edgewood-tx-u.s.a/54932187/sf,/images/bookseller-homepages/4.jpg,{}
USA,HAVE BOOKS - WILL SELL,"8447 Woodmere SquareWind Lake, WI, U.S.A.
          53185", +1 262-895-7351,19:04:1999,5,"We have recently closed our brick & mortar bookstore in favor of an online sales model.  We continue to feature select new, fine used, rare & out-of-print books and related ephemera. We provide prompt, courteous, professional service, with your complete satisfaction our first priority. As a value added benefit we protect every book dust jacket in a removable, archival-safe, Mylar cover. Please contact us for special book wants or difficult searches - ""IF WE CAN'T FIND IT, IT CAN'T BE FOUND!.""",158544,https://www.abebooks.com/have-books-will-sell-wind-lake/158544/sf,https://pictures.abebooks.com/storefront/158544/VendorStoreFront.jpg,"{'Children_HAVE BOOKS - WILL SELL': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3W8zSEPStXKwHkukqVRVO0.png', 'Fiction_HAVE BOOKS - WILL SELL': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6ACWQlEPTRYjhPJWaGdxGj.png', 'Literature_HAVE BOOKS - WILL SELL': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4TC8aVtfqTNHNh8FJhyJNF.png', 'Modern Firsts_HAVE BOOKS - WILL SELL': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7NWSdcXHIyVjZoTrayf5ca.png', 'Young Adult_HAVE BOOKS - WILL SELL': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6q3OiK5FEuTrYalgFtwCas.png'}"
USA,Heirloom Books,"South Portland, ME, U.S.A.", +1 (207) 747-5112,15:03:2021,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",72903825,https://www.abebooks.com/heirloom-books-south-portland-me-u.s.a/72903825/sf,,{}
USA,Hello Narwhal Books,"Glendale, CA, U.S.A.",,23:12:2016,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",64345746,https://www.abebooks.com/hello-narwhal-books-glendale-ca-u.s.a/64345746/sf,,{}
USA,Henry Knox Book Company,"Glastonbury, CT, U.S.A.",,16:04:2012,4,"In 2010 we decided the world needed at least one more bookshop so here we are, a small independent bookseller, now located in Glastonbury, CT. We specialize in books on books, ephemera and the unusual. Exclusively online, we're committed to quick service and a positive customer experience!",57775261,https://www.abebooks.com/henry-knox-book-company-glastonbury-ct/57775261/sf,https://pictures.abebooks.com/storefront/57775261/VendorStoreFront.jpg,{}
USA,H&G Antiquarian Books,"Sheboygan, WI, U.S.A.", +1 530-277-2088,31:05:2011,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",51796207,https://www.abebooks.com/hg-antiquarian-books-sheboygan-wi-u.s.a/51796207/sf,,{}
USA,HHFoodBank,"Bloomington, IN, U.S.A.",,30:11:2015,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",63018633,https://www.abebooks.com/hhfoodbank-bloomington-in-u.s.a/63018633/sf,,{}
USA,Hiberhill,"Lansdowne, PA, U.S.A.",,07:05:2010,1,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",6254018,https://www.abebooks.com/hiberhill-lansdowne-pa-u.s.a/6254018/sf,,{}
USA,Hideaway Books,"Folsom, CA, U.S.A.",,26:01:2017,5,"Family-owned & operated shop specializing in antiquarian & antique books. Our shop was inspired by our beloved grandparents who were dedicated to the pursuit of knowledge & education.

To ensure you receive the quality of book expected we provide pictures of NOTICEABLE WEAR for ALL books we sell with marked conditions of GOOD or better .

We are currently working on uploading our inventory so if you are looking for a specific book we may still have it! Please don't hesitate to contact us. We are happy to answer any questions & help you find the book you are looking for.",63562828,https://www.abebooks.com/hideaway-books-folsom-ca-u.s.a/63562828/sf,https://pictures.abebooks.com/storefront/63562828/VendorStoreFront.jpg,"{'Art_Hideaway Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/79t5mX8phl0XEt0TqBK9wA.png', 'Biography & Autobiography_Hideaway Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/9VTK2z4fV7oeKmducogv3.png', 'Computers_Hideaway Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2uSfGy9VnpZWV59H2uZBTz.png', 'Dictionaries & Thesauruses_Hideaway Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7Qcwt40dMzCfzg609dLVMU.png', 'Games_Hideaway Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4I848BPGDtm0FdbzyQKKSl.png', 'Geography_Hideaway Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7YEJm4sS8QADwRmhSwrbkv.png'}"
USA,Hiding Place Books,"Philadelphia, PA, U.S.A.",,12:11:2014,2,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",61140185,https://www.abebooks.com/hiding-place-books-philadelphia-pa-u.s.a/61140185/sf,,{}
USA,High Enterprises,"Olympia, WA, U.S.A.", +1 971-645-0758,11:07:2007,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",52456892,https://www.abebooks.com/high-enterprises-olympia-wa-u.s.a/52456892/sf,,{}
USA,Hip Pocket Books,"Santa Cruz, CA, U.S.A.",,21:10:2008,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",53809569,https://www.abebooks.com/hip-pocket-books-santa-cruz-ca/53809569/sf,,{}
USA,Hitchcock Railway Books & Things,"Saint Anthony, ID, U.S.A.", +1 (208) 201-8419,24:04:2020,5,"Hitchcock Railway Books & Things is a great place to come for used and rare collectible books; from the casual reader, to the avid student and collector.

If you don't find the specific book, feel free to contact us for help hunting it down.",56854314,https://www.abebooks.com/hitchcock-railway-books-things-saint-anthony/56854314/sf,/images/bookseller-homepages/4.jpg,{}
USA,Hoadie Rangers 59ers and Aliens,"St. Louis, MO, U.S.A.", +1 3143272759,29:03:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",86296165,https://www.abebooks.com/hoadie-rangers-59ers-and-aliens-louis/86296165/sf,,{}
USA,Horton Colbert,"San Francisco, CA, U.S.A.",,05:06:2012,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",743189,https://www.abebooks.com/horton-colbert-san-francisco-ca-u.s.a/743189/sf,,{}
USA,HOUSE OF PHOENIX RISING,"Torrance, CA, U.S.A.", +1 (310) 686-9854,08:02:2017,3,"HOUSE OF PHOENIX RISING is a Bookstore specializing in high quality SIGNED FIRST EDITIONS.  The majority of our books are in NEW & UNREAD condition having been handled only at the original event where they were SIGNED by the AUTHOR in our presence.  We ship no later than the day after your order is placed, excluding weekends.  We ship in well padded boxes.  Please feel free to contact us with any and all inquiries, as we are happy to help. ",64608699,https://www.abebooks.com/house-of-phoenix-rising-torrance-ca/64608699/sf,/images/bookseller-homepages/7.jpg,{}
USA,Housing Works Online Bookstore,"New York, NY, U.S.A.",,20:12:2004,5,"HOUSING WORKS BOOKSTORE CAFÉ & BAR: FIGHTING AIDS, ONE BOOK AT A TIME. Housing Works is a healing community of people living with and affected by HIV/AIDS. Our mission is to end the dual crises of homelessness and AIDS through relentless advocacy, the provision of lifesaving services, and entrepreneurial businesses that sustain our efforts. Our brick-and-mortar store in Soho and our online store, along with our café and our public and private events, are some of the entrepreneurial businesses that enable us to provide services to our clients   from housing to healthcare to job training to case management (and much more). Visit us at www.housingwork.org to learn more, and to join the fight. ",860713,https://www.abebooks.com/housing-works-online-bookstore-new-york/860713/sf,https://pictures.abebooks.com/storefront/860713/VendorStoreFront.jpg,{}
USA,IBLP Used and Rare Books,"Big Sandy, TX, U.S.A.",,16:07:2020,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",73485909,https://www.abebooks.com/iblp-used-and-rare-books-sandy/73485909/sf,,{}
USA,"Ian Brabner, Rare Americana","Post Office Box 4900Wilmington, DE, U.S.A.
          19808-0900", +1 (302) 998-2886,27:10:1997,5,"Est. 1995, we specialize in 18th to mid-20th century Americana via rareamericana.com and sell printed and manuscript items; unique or rare material documenting America's cultural, social, and political history. We focus upon: antiquarian and rare books, pamphlets, historical manuscripts, letters, correspondence, journals, diaries, business archives, graphics and original art, photography, and ephemera.",3535,https://www.abebooks.com/ian-brabner%2c-rare-americana-wilmington-de/3535/sf,https://pictures.abebooks.com/storefront/3535/VendorStoreFront.jpg,"{'Africa_Ian Brabner, Rare Americana': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3nSZPHRgZ29IKPqz8pBi0X.png', 'African American Writers_Ian Brabner, Rare Americana': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4BAFaYJXPqUYqZjp2nbcRp.png', 'African Methodist Episcopal_Ian Brabner, Rare Americana': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2ZUCtS11JWmbAKvdawoV07.png', 'African-American History_Ian Brabner, Rare Americana': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/FfQWQFdbkS6CbFOo6WNfx.png', 'African-American Slavery_Ian Brabner, Rare Americana': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4KsHYBAe0QXbhGz90LfZsu.png', 'Alabama_Ian Brabner, Rare Americana': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/wdh4bkMSb8RhnV7pbRCYM.png'}"
USA,Illustrators Bookcase,"Kenilworth, IL, U.S.A.",,10:04:2001,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",218572,https://www.abebooks.com/illustrators-bookcase-kenilworth-il-u.s.a/218572/sf,,{}
USA,Intimate Arts Center,"Kingston, NY, U.S.A.",,23:03:2015,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",61594331,https://www.abebooks.com/intimate-arts-center-kingston-ny-u.s.a/61594331/sf,,{}
USA,Inkberry Books,"Niwot, CO, U.S.A.", +1 7204121548,08:08:2022,1,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",82230570,https://www.abebooks.com/inkberry-books-niwot-co-u.s.a/82230570/sf,,"{'African American studies_Inkberry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4Ol5r9axVRl9FimmzwUl4q.png', 'American history_Inkberry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4ZJxWftmjSIcbo5VnVU1SG.png', 'American presidents_Inkberry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/FwXkVkDDcXXQaXrf5NVon.png', 'American west_Inkberry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3MULWg3evI9dXnX56CJgc5.png', 'Animals_Inkberry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5zxyNXpI9ZpT59lopgjR50.png', 'Art_Inkberry Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6jzCk7EDIgXS6gHfIlMG9W.png'}"
